Component Id,Product Id,Component Name,Active Flag
2397,2,Category 3,1
2398,3,Category 4,1
2399,4,Category 5,1
2400,4,Category 6,1
2401,3,Category 7,1
2402,1,Category 1,1
2403,1,Category 2,1
2404,2,Category 3,1
2405,3,Category 4,1
2406,4,Category 5,1
2407,4,Category 6,1
2408,3,Category 7,1
2409,1,Category 1,1
2410,1,Category 2,1
2411,2,Category 3,1
2412,3,Category 4,1
2413,4,Category 5,1
2414,4,Category 6,1
2415,3,Category 7,1
2416,1,Category 1,1
2417,1,Category 2,1
2418,2,Category 3,1
2419,3,Category 4,1
2420,4,Category 5,1
2421,4,Category 6,1
2422,3,Category 7,1
2423,1,Category 1,1
2424,1,Category 2,1
2425,2,Category 3,1
2426,3,Category 4,1
2427,4,Category 5,1
2428,4,Category 6,1
2429,3,Category 7,1
2430,1,Category 1,1
2431,1,Category 2,1
2432,2,Category 3,1
2433,3,Category 4,1
2434,4,Category 5,1
2435,4,Category 6,1
2436,3,Category 7,1
2437,1,Category 1,1
2438,1,Category 2,1
2439,2,Category 3,1
2440,3,Category 4,1
2441,4,Category 5,1
2442,4,Category 6,1
2443,3,Category 7,1
2444,1,Category 1,1
2445,1,Category 2,1
2446,2,Category 3,1
2447,3,Category 4,1
2448,4,Category 5,1
2449,4,Category 6,1
2450,3,Category 7,1
2451,1,Category 1,1
2452,1,Category 2,1
2453,2,Category 3,1
2454,3,Category 4,1
2455,4,Category 5,1
2456,4,Category 6,1
2457,3,Category 7,1
2458,1,Category 1,1
2459,1,Category 2,1
2460,2,Category 3,1
2461,3,Category 4,1
2462,4,Category 5,1
2463,4,Category 6,1
2464,3,Category 7,1
2465,1,Category 1,1
2466,1,Category 2,1
2467,2,Category 3,1
2468,3,Category 4,1
2469,4,Category 5,1
2470,4,Category 6,1
2471,3,Category 7,1
2472,1,Category 1,1
2473,1,Category 2,1
2474,2,Category 3,1
2475,3,Category 4,1
2476,4,Category 5,1
2477,4,Category 6,1
2478,3,Category 7,1
2479,1,Category 1,1
2480,1,Category 2,1
2481,2,Category 3,1
2482,3,Category 4,1
2483,4,Category 5,1
2484,4,Category 6,1
2485,3,Category 7,1
2486,1,Category 1,1
2487,1,Category 2,1
2488,2,Category 3,1
2489,3,Category 4,1
2490,4,Category 5,1
2491,4,Category 6,1
2492,3,Category 7,1
2493,1,Category 1,1
2494,1,Category 2,1
2495,2,Category 3,1
2496,3,Category 4,1
2497,4,Category 5,1
2498,4,Category 6,1
2499,3,Category 7,1
2500,1,Category 1,1
2501,1,Category 2,1
2502,2,Category 3,1
2503,3,Category 4,1
2504,4,Category 5,1
2505,4,Category 6,1
2506,3,Category 7,1
2507,1,Category 1,1
2508,1,Category 2,1
2509,2,Category 3,1
2510,3,Category 4,1
2511,4,Category 5,1
2512,4,Category 6,1
2513,3,Category 7,1
2514,1,Category 1,1
2515,1,Category 2,1
2516,2,Category 3,1
2517,3,Category 4,1
2518,4,Category 5,1
2519,4,Category 6,1
2520,3,Category 7,1
2521,1,Category 1,1
2522,1,Category 2,1
2523,2,Category 3,1
2524,3,Category 4,1
2525,4,Category 5,1
2526,4,Category 6,1
2527,3,Category 7,1
2528,1,Category 1,1
2529,1,Category 2,1
2530,2,Category 3,1
2531,3,Category 4,1
2532,4,Category 5,1
2533,4,Category 6,1
2534,3,Category 7,1
2535,1,Category 1,1
2536,1,Category 2,1
2537,2,Category 3,1
2538,3,Category 4,1
2539,4,Category 5,1
2540,4,Category 6,1
2541,3,Category 7,1
2542,1,Category 1,1
2543,1,Category 2,1
2544,2,Category 3,1
2545,3,Category 4,1
2546,4,Category 5,1
2547,4,Category 6,1
2548,3,Category 7,1
2549,1,Category 1,1
2550,1,Category 2,1
2551,2,Category 3,1
2552,3,Category 4,1
2553,4,Category 5,1
2554,4,Category 6,1
2555,3,Category 7,1
2556,1,Category 1,1
2557,1,Category 2,1
2558,2,Category 3,1
2559,3,Category 4,1
2560,4,Category 5,1
2561,4,Category 6,1
2562,3,Category 7,1
2563,1,Category 1,1
2564,1,Category 2,1
2565,2,Category 3,1
2566,3,Category 4,1
2567,4,Category 5,1
2568,4,Category 6,1
2569,3,Category 7,1
2570,1,Category 1,1
2571,1,Category 2,1
2572,2,Category 3,1
2573,3,Category 4,1
2574,4,Category 5,1
2575,4,Category 6,1
2576,3,Category 7,1
2577,1,Category 1,1
2578,1,Category 2,1
2579,2,Category 3,1
2580,3,Category 4,1
2581,4,Category 5,1
2582,4,Category 6,1
2583,3,Category 7,1
2584,1,Category 1,1
2585,1,Category 2,1
2586,2,Category 3,1
2587,3,Category 4,1
2588,4,Category 5,1
2589,4,Category 6,1
2590,3,Category 7,1
2591,1,Category 1,1
2592,1,Category 2,1
2593,2,Category 3,1
2594,3,Category 4,1
2595,4,Category 5,1
2596,4,Category 6,1
2597,3,Category 7,1
2598,1,Category 1,1
2599,1,Category 2,1
2600,2,Category 3,1
2601,3,Category 4,1
2602,4,Category 5,1
2603,4,Category 6,1
2604,3,Category 7,1
2605,1,Category 1,1
2606,1,Category 2,1
2607,2,Category 3,1
2608,3,Category 4,1
2609,4,Category 5,1
2610,4,Category 6,1
2611,3,Category 7,1
2612,1,Category 1,1
2613,1,Category 2,1
2614,2,Category 3,1
2615,3,Category 4,1
2616,4,Category 5,1
2617,4,Category 6,1
2618,3,Category 7,1
2619,1,Category 1,1
2620,1,Category 2,1
2621,2,Category 3,1
2622,3,Category 4,1
2623,4,Category 5,1
2624,4,Category 6,1
2625,3,Category 7,1
2626,1,Category 1,1
2627,1,Category 2,1
2628,2,Category 3,1
2629,3,Category 4,1
2630,4,Category 5,1
2631,4,Category 6,1
2632,3,Category 7,1
2633,1,Category 1,1
2634,1,Category 2,1
2635,2,Category 3,1
2636,3,Category 4,1
2637,4,Category 5,1
2638,4,Category 6,1
2639,3,Category 7,1
2640,1,Category 1,1
2641,1,Category 2,1
2642,2,Category 3,1
2643,3,Category 4,1
2644,4,Category 5,1
2645,4,Category 6,1
2646,3,Category 7,1
2647,1,Category 1,1
2648,1,Category 2,1
2649,2,Category 3,1
2650,3,Category 4,1
2651,4,Category 5,1
2652,4,Category 6,1
2653,3,Category 7,1
2654,1,Category 1,1
2655,1,Category 2,1
2656,2,Category 3,1
2657,3,Category 4,1
2658,4,Category 5,1
2659,4,Category 6,1
2660,3,Category 7,1
2661,1,Category 1,1
2662,1,Category 2,1
2663,2,Category 3,1
2664,3,Category 4,1
2665,4,Category 5,1
2666,4,Category 6,1
2667,3,Category 7,1
2668,1,Category 1,1
2669,1,Category 2,1
2670,2,Category 3,1
2671,3,Category 4,1
2672,4,Category 5,1
2673,4,Category 6,1
2674,3,Category 7,1
2675,1,Category 1,1
2676,1,Category 2,1
2677,2,Category 3,1
2678,3,Category 4,1
2679,4,Category 5,1
2680,4,Category 6,1
2681,3,Category 7,1
2682,1,Category 1,1
2683,1,Category 2,1
2684,2,Category 3,1
2685,3,Category 4,1
2686,4,Category 5,1
2687,4,Category 6,1
2688,3,Category 7,1
2689,1,Category 1,1
2690,1,Category 2,1
2691,2,Category 3,1
2692,3,Category 4,1
2693,4,Category 5,1
2694,4,Category 6,1
2695,3,Category 7,1
2696,1,Category 1,1
2697,1,Category 2,1
2698,2,Category 3,1
2699,3,Category 4,1
2700,4,Category 5,1
2701,4,Category 6,1
2702,3,Category 7,1
2703,1,Category 1,1
2704,1,Category 2,1
2705,2,Category 3,1
2706,3,Category 4,1
2707,4,Category 5,1
2708,4,Category 6,1
2709,3,Category 7,1
2710,1,Category 1,1
2711,1,Category 2,1
2712,2,Category 3,1
2713,3,Category 4,1
2714,4,Category 5,1
2715,4,Category 6,1
2716,3,Category 7,1
2717,1,Category 1,1
2718,1,Category 2,1
2719,2,Category 3,1
2720,3,Category 4,1
2721,4,Category 5,1
2722,4,Category 6,1
2723,3,Category 7,1
2724,1,Category 1,1
2725,1,Category 2,1
2726,2,Category 3,1
2727,3,Category 4,1
2728,4,Category 5,1
2729,4,Category 6,1
2730,3,Category 7,1
2731,1,Category 1,1
2732,1,Category 2,1
2733,2,Category 3,1
2734,3,Category 4,1
2735,4,Category 5,1
2736,4,Category 6,1
2737,3,Category 7,1
2738,1,Category 1,1
2739,1,Category 2,1
2740,2,Category 3,1
2741,3,Category 4,1
2742,4,Category 5,1
2743,4,Category 6,1
2744,3,Category 7,1
2745,1,Category 1,1
2746,1,Category 2,1
2747,2,Category 3,1
2748,3,Category 4,1
2749,4,Category 5,1
2750,4,Category 6,1
2751,3,Category 7,1
2752,1,Category 1,1
2753,1,Category 2,1
2754,2,Category 3,1
2755,3,Category 4,1
2756,4,Category 5,1
2757,4,Category 6,1
2758,3,Category 7,1
2759,1,Category 1,1
2760,1,Category 2,1
2761,2,Category 3,1
2762,3,Category 4,1
2763,4,Category 5,1
2764,4,Category 6,1
2765,3,Category 7,1
2766,1,Category 1,1
2767,1,Category 2,1
2768,2,Category 3,1
2769,3,Category 4,1
2770,4,Category 5,1
2771,4,Category 6,1
2772,3,Category 7,1
2773,1,Category 1,1
2774,1,Category 2,1
2775,2,Category 3,1
2776,3,Category 4,1
2777,4,Category 5,1
2778,4,Category 6,1
2779,3,Category 7,1
2780,1,Category 1,1
2781,1,Category 2,1
2782,2,Category 3,1
2783,3,Category 4,1
2784,4,Category 5,1
2785,4,Category 6,1
2786,3,Category 7,1
2787,1,Category 1,1
2788,1,Category 2,1
2789,2,Category 3,1
2790,3,Category 4,1
2791,4,Category 5,1
2792,4,Category 6,1
2793,3,Category 7,1
2794,1,Category 1,1
2795,1,Category 2,1
2796,2,Category 3,1
2797,3,Category 4,1
2798,4,Category 5,1
2799,4,Category 6,1
2800,3,Category 7,1
2801,1,Category 1,1
2802,1,Category 2,1
2803,2,Category 3,1
2804,3,Category 4,1
2805,4,Category 5,1
2806,4,Category 6,1
2807,3,Category 7,1
2808,1,Category 1,1
2809,1,Category 2,1
2810,2,Category 3,1
2811,3,Category 4,1
2812,4,Category 5,1
2813,4,Category 6,1
2814,3,Category 7,1
2815,1,Category 1,1
2816,1,Category 2,1
2817,2,Category 3,1
2818,3,Category 4,1
2819,4,Category 5,1
2820,4,Category 6,1
2821,3,Category 7,1
2822,1,Category 1,1
2823,1,Category 2,1
2824,2,Category 3,1
2825,3,Category 4,1
2826,4,Category 5,1
2827,4,Category 6,1
2828,3,Category 7,1
2829,1,Category 1,1
2830,1,Category 2,1
2831,2,Category 3,1
2832,3,Category 4,1
2833,4,Category 5,1
2834,4,Category 6,1
2835,3,Category 7,1
2836,1,Category 1,1
2837,1,Category 2,1
2838,2,Category 3,1
2839,3,Category 4,1
2840,4,Category 5,1
2841,4,Category 6,1
2842,3,Category 7,1
2843,1,Category 1,1
2844,1,Category 2,1
2845,2,Category 3,1
2846,3,Category 4,1
2847,4,Category 5,1
2848,4,Category 6,1
2849,3,Category 7,1
2850,1,Category 1,1
2851,1,Category 2,1
2852,2,Category 3,1
2853,3,Category 4,1
2854,4,Category 5,1
2855,4,Category 6,1
2856,3,Category 7,1
2857,1,Category 1,1
2858,1,Category 2,1
2859,2,Category 3,1
2860,3,Category 4,1
2861,4,Category 5,1
2862,4,Category 6,1
2863,3,Category 7,1
2864,1,Category 1,1
2865,1,Category 2,1
2866,2,Category 3,1
2867,3,Category 4,1
2868,4,Category 5,1
2869,4,Category 6,1
2870,3,Category 7,1
2871,1,Category 1,1
2872,1,Category 2,1
2873,2,Category 3,1
2874,3,Category 4,1
2875,4,Category 5,1
2876,4,Category 6,1
2877,3,Category 7,1
2878,1,Category 1,1
2879,1,Category 2,1
2880,2,Category 3,1
2881,3,Category 4,1
2882,4,Category 5,1
2883,4,Category 6,1
2884,3,Category 7,1
2885,1,Category 1,1
2886,1,Category 2,1
2887,2,Category 3,1
2888,3,Category 4,1
2889,4,Category 5,1
2890,4,Category 6,1
2891,3,Category 7,1
2892,1,Category 1,1
2893,1,Category 2,1
2894,2,Category 3,1
2895,3,Category 4,1
2896,4,Category 5,1
2897,4,Category 6,1
2898,3,Category 7,1
2899,1,Category 1,1
2900,1,Category 2,1
2901,2,Category 3,1
2902,3,Category 4,1
2903,4,Category 5,1
2904,4,Category 6,1
2905,3,Category 7,1
2906,1,Category 1,1
2907,1,Category 2,1
2908,2,Category 3,1
2909,3,Category 4,1
2910,4,Category 5,1
2911,4,Category 6,1
2912,3,Category 7,1
2913,1,Category 1,1
2914,1,Category 2,1
2915,2,Category 3,1
2916,3,Category 4,1
2917,4,Category 5,1
2918,4,Category 6,1
2919,3,Category 7,1
2920,1,Category 1,1
2921,1,Category 2,1
2922,2,Category 3,1
2923,3,Category 4,1
2924,4,Category 5,1
2925,4,Category 6,1
2926,3,Category 7,1
2927,1,Category 1,1
2928,1,Category 2,1
2929,2,Category 3,1
2930,3,Category 4,1
2931,4,Category 5,1
2932,4,Category 6,1
2933,3,Category 7,1
2934,1,Category 1,1
2935,1,Category 2,1
2936,2,Category 3,1
2937,3,Category 4,1
2938,4,Category 5,1
2939,4,Category 6,1
2940,3,Category 7,1
2941,1,Category 1,1
2942,1,Category 2,1
2943,2,Category 3,1
2944,3,Category 4,1
2945,4,Category 5,1
2946,4,Category 6,1
2947,3,Category 7,1
2948,1,Category 1,1
2949,1,Category 2,1
2950,2,Category 3,1
2951,3,Category 4,1
2952,4,Category 5,1
2953,4,Category 6,1
2954,3,Category 7,1
2955,1,Category 1,1
2956,1,Category 2,1
2957,2,Category 3,1
2958,3,Category 4,1
2959,4,Category 5,1
2960,4,Category 6,1
2961,3,Category 7,1
2962,1,Category 1,1
2963,1,Category 2,1
2964,2,Category 3,1
2965,3,Category 4,1
2966,4,Category 5,1
2967,4,Category 6,1
2968,3,Category 7,1
2969,1,Category 1,1
2970,1,Category 2,1
2971,2,Category 3,1
2972,3,Category 4,1
2973,4,Category 5,1
2974,4,Category 6,1
2975,3,Category 7,1
2976,1,Category 1,1
2977,1,Category 2,1
2978,2,Category 3,1
2979,3,Category 4,1
2980,4,Category 5,1
2981,4,Category 6,1
2982,3,Category 7,1
2983,1,Category 1,1
2984,1,Category 2,1
2985,2,Category 3,1
2986,3,Category 4,1
2987,4,Category 5,1
2988,4,Category 6,1
2989,3,Category 7,1
2990,1,Category 1,1
2991,1,Category 2,1
2992,2,Category 3,1
2993,3,Category 4,1
2994,4,Category 5,1
2995,4,Category 6,1
2996,3,Category 7,1
2997,1,Category 1,1
2998,1,Category 2,1
2999,2,Category 3,1
3000,3,Category 4,1
3001,4,Category 5,1
3002,4,Category 6,1
3003,3,Category 7,1
3004,1,Category 1,1
3005,1,Category 2,1
3006,2,Category 3,1
3007,3,Category 4,1
3008,4,Category 5,1
3009,4,Category 6,1
3010,3,Category 7,1
3011,1,Category 1,1
3012,1,Category 2,1
3013,2,Category 3,1
3014,3,Category 4,1
3015,4,Category 5,1
3016,4,Category 6,1
3017,3,Category 7,1
3018,1,Category 1,1
3019,1,Category 2,1
3020,2,Category 3,1
3021,3,Category 4,1
3022,4,Category 5,1
3023,4,Category 6,1
3024,3,Category 7,1
3025,1,Category 1,1
3026,1,Category 2,1
3027,2,Category 3,1
3028,3,Category 4,1
3029,4,Category 5,1
3030,4,Category 6,1
3031,3,Category 7,1
3032,1,Category 1,1
3033,1,Category 2,1
3034,2,Category 3,1
3035,3,Category 4,1
3036,4,Category 5,1
3037,4,Category 6,1
3038,3,Category 7,1
3039,1,Category 1,1
3040,1,Category 2,1
3041,2,Category 3,1
3042,3,Category 4,1
3043,4,Category 5,1
3044,4,Category 6,1
3045,3,Category 7,1
3046,1,Category 1,1
3047,1,Category 2,1
3048,2,Category 3,1
3049,3,Category 4,1
3050,4,Category 5,1
3051,4,Category 6,1
3052,3,Category 7,1
3053,1,Category 1,1
3054,1,Category 2,1
3055,2,Category 3,1
3056,3,Category 4,1
3057,4,Category 5,1
3058,4,Category 6,1
3059,3,Category 7,1
3060,1,Category 1,1
3061,1,Category 2,1
3062,2,Category 3,1
3063,3,Category 4,1
3064,4,Category 5,1
3065,4,Category 6,1
3066,3,Category 7,1
3067,1,Category 1,1
3068,1,Category 2,1
3069,2,Category 3,1
3070,3,Category 4,1
3071,4,Category 5,1
3072,4,Category 6,1
3073,3,Category 7,1
3074,1,Category 1,1
3075,1,Category 2,1
3076,2,Category 3,1
3077,3,Category 4,1
3078,4,Category 5,1
3079,4,Category 6,1
3080,3,Category 7,1
3081,1,Category 1,1
3082,1,Category 2,1
3083,2,Category 3,1
3084,3,Category 4,1
3085,4,Category 5,1
3086,4,Category 6,1
3087,3,Category 7,1
3088,1,Category 1,1
3089,1,Category 2,1
3090,2,Category 3,1
3091,3,Category 4,1
3092,4,Category 5,1
3093,4,Category 6,1
3094,3,Category 7,1
3095,1,Category 1,1
3096,1,Category 2,1
3097,2,Category 3,1
3098,3,Category 4,1
3099,4,Category 5,1
3100,4,Category 6,1
3101,3,Category 7,1
3102,1,Category 1,1
3103,1,Category 2,1
3104,2,Category 3,1
3105,3,Category 4,1
3106,4,Category 5,1
3107,4,Category 6,1
3108,3,Category 7,1
3109,1,Category 1,1
3110,1,Category 2,1
3111,2,Category 3,1
3112,3,Category 4,1
3113,4,Category 5,1
3114,4,Category 6,1
3115,3,Category 7,1
3116,1,Category 1,1
3117,1,Category 2,1
3118,2,Category 3,1
3119,3,Category 4,1
3120,4,Category 5,1
3121,4,Category 6,1
3122,3,Category 7,1
3123,1,Category 1,1
3124,1,Category 2,1
3125,2,Category 3,1
3126,3,Category 4,1
3127,4,Category 5,1
3128,4,Category 6,1
3129,3,Category 7,1
3130,1,Category 1,1
3131,1,Category 2,1
3132,2,Category 3,1
3133,3,Category 4,1
3134,4,Category 5,1
3135,4,Category 6,1
3136,3,Category 7,1
3137,1,Category 1,1
3138,1,Category 2,1
3139,2,Category 3,1
3140,3,Category 4,1
3141,4,Category 5,1
3142,4,Category 6,1
3143,3,Category 7,1
3144,1,Category 1,1
3145,1,Category 2,1
3146,2,Category 3,1
3147,3,Category 4,1
3148,4,Category 5,1
3149,4,Category 6,1
3150,3,Category 7,1
3151,1,Category 1,1
3152,1,Category 2,1
3153,2,Category 3,1
3154,3,Category 4,1
3155,4,Category 5,1
3156,4,Category 6,1
3157,3,Category 7,1
3158,1,Category 1,1
3159,1,Category 2,1
3160,2,Category 3,1
3161,3,Category 4,1
3162,4,Category 5,1
3163,4,Category 6,1
3164,3,Category 7,1
3165,1,Category 1,1
3166,1,Category 2,1
3167,2,Category 3,1
3168,3,Category 4,1
3169,4,Category 5,1
3170,4,Category 6,1
3171,3,Category 7,1
3172,1,Category 1,1
3173,1,Category 2,1
3174,2,Category 3,1
3175,3,Category 4,1
3176,4,Category 5,1
3177,4,Category 6,1
3178,3,Category 7,1
3179,1,Category 1,1
3180,1,Category 2,1
3181,2,Category 3,1
3182,3,Category 4,1
3183,4,Category 5,1
3184,4,Category 6,1
3185,3,Category 7,1
3186,1,Category 1,1
3187,1,Category 2,1
3188,2,Category 3,1
3189,3,Category 4,1
3190,4,Category 5,1
3191,4,Category 6,1
3192,3,Category 7,1
3193,1,Category 1,1
3194,1,Category 2,1
3195,2,Category 3,1
3196,3,Category 4,1
3197,4,Category 5,1
3198,4,Category 6,1
3199,3,Category 7,1
3200,1,Category 1,1
3201,1,Category 2,1
3202,2,Category 3,1
3203,3,Category 4,1
3204,4,Category 5,1
3205,4,Category 6,1
3206,3,Category 7,1
3207,1,Category 1,1
3208,1,Category 2,1
3209,2,Category 3,1
3210,3,Category 4,1
3211,4,Category 5,1
3212,4,Category 6,1
3213,3,Category 7,1
3214,1,Category 1,1
3215,1,Category 2,1
3216,2,Category 3,1
3217,3,Category 4,1
3218,4,Category 5,1
3219,4,Category 6,1
3220,3,Category 7,1
3221,1,Category 1,1
3222,1,Category 2,1
3223,2,Category 3,1
3224,3,Category 4,1
3225,4,Category 5,1
3226,4,Category 6,1
3227,3,Category 7,1
3228,1,Category 1,1
3229,1,Category 2,1
3230,2,Category 3,1
3231,3,Category 4,1
3232,4,Category 5,1
3233,4,Category 6,1
3234,3,Category 7,1
3235,1,Category 1,1
3236,1,Category 2,1
3237,2,Category 3,1
3238,3,Category 4,1
3239,4,Category 5,1
3240,4,Category 6,1
3241,3,Category 7,1
3242,1,Category 1,1
3243,1,Category 2,1
3244,2,Category 3,1
3245,3,Category 4,1
3246,4,Category 5,1
3247,4,Category 6,1
3248,3,Category 7,1
3249,1,Category 1,1
3250,1,Category 2,1
3251,2,Category 3,1
3252,3,Category 4,1
3253,4,Category 5,1
3254,4,Category 6,1
3255,3,Category 7,1
3256,1,Category 1,1
3257,1,Category 2,1
3258,2,Category 3,1
3259,3,Category 4,1
3260,4,Category 5,1
3261,4,Category 6,1
3262,3,Category 7,1
3263,1,Category 1,1
3264,1,Category 2,1
3265,2,Category 3,1
3266,3,Category 4,1
3267,4,Category 5,1
3268,4,Category 6,1
3269,3,Category 7,1
3270,1,Category 1,1
3271,1,Category 2,1
3272,2,Category 3,1
3273,3,Category 4,1
3274,4,Category 5,1
3275,4,Category 6,1
3276,3,Category 7,1
3277,1,Category 1,1
3278,1,Category 2,1
3279,2,Category 3,1
3280,3,Category 4,1
3281,4,Category 5,1
3282,4,Category 6,1
3283,3,Category 7,1
3284,1,Category 1,1
3285,1,Category 2,1
3286,2,Category 3,1
3287,3,Category 4,1
3288,4,Category 5,1
3289,4,Category 6,1
3290,3,Category 7,1
3291,1,Category 1,1
3292,1,Category 2,1
3293,2,Category 3,1
3294,3,Category 4,1
3295,4,Category 5,1
3296,4,Category 6,1
3297,3,Category 7,1
3298,1,Category 1,1
3299,1,Category 2,1
3300,2,Category 3,1
3301,3,Category 4,1
3302,4,Category 5,1
3303,4,Category 6,1
3304,3,Category 7,1
3305,1,Category 1,1
3306,1,Category 2,1
3307,2,Category 3,1
3308,3,Category 4,1
3309,4,Category 5,1
3310,4,Category 6,1
3311,3,Category 7,1
3312,1,Category 1,1
3313,1,Category 2,1
3314,2,Category 3,1
3315,3,Category 4,1
3316,4,Category 5,1
3317,4,Category 6,1
3318,3,Category 7,1
3319,1,Category 1,1
3320,1,Category 2,1
3321,2,Category 3,1
3322,3,Category 4,1
3323,4,Category 5,1
3324,4,Category 6,1
3325,3,Category 7,1
3326,1,Category 1,1
3327,1,Category 2,1
3328,2,Category 3,1
3329,3,Category 4,1
3330,4,Category 5,1
3331,4,Category 6,1
3332,3,Category 7,1
3333,1,Category 1,1
3334,1,Category 2,1
3335,2,Category 3,1
3336,3,Category 4,1
3337,4,Category 5,1
3338,4,Category 6,1
3339,3,Category 7,1
3340,1,Category 1,1
3341,1,Category 2,1
3342,2,Category 3,1
3343,3,Category 4,1
3344,4,Category 5,1
3345,4,Category 6,1
3346,3,Category 7,1
3347,1,Category 1,1
3348,1,Category 2,1
3349,2,Category 3,1
3350,3,Category 4,1
3351,4,Category 5,1
3352,4,Category 6,1
3353,3,Category 7,1
3354,1,Category 1,1
3355,1,Category 2,1
3356,2,Category 3,1
3357,3,Category 4,1
3358,4,Category 5,1
3359,4,Category 6,1
3360,3,Category 7,1
3361,1,Category 1,1
3362,1,Category 2,1
3363,2,Category 3,1
3364,3,Category 4,1
3365,4,Category 5,1
3366,4,Category 6,1
3367,3,Category 7,1
3368,1,Category 1,1
3369,1,Category 2,1
3370,2,Category 3,1
3371,3,Category 4,1
3372,4,Category 5,1
3373,4,Category 6,1
3374,3,Category 7,1
3375,1,Category 1,1
3376,1,Category 2,1
3377,2,Category 3,1
3378,3,Category 4,1
3379,4,Category 5,1
3380,4,Category 6,1
3381,3,Category 7,1
3382,1,Category 1,1
3383,1,Category 2,1
3384,2,Category 3,1
3385,3,Category 4,1
3386,4,Category 5,1
3387,4,Category 6,1
3388,3,Category 7,1
3389,1,Category 1,1
3390,1,Category 2,1
3391,2,Category 3,1
3392,3,Category 4,1
3393,4,Category 5,1
3394,4,Category 6,1
3395,3,Category 7,1
3396,1,Category 1,1
3397,1,Category 2,1
3398,2,Category 3,1
3399,3,Category 4,1
3400,4,Category 5,1
3401,4,Category 6,1
3402,3,Category 7,1
3403,1,Category 1,1
3404,1,Category 2,1
3405,2,Category 3,1
3406,3,Category 4,1
3407,4,Category 5,1
3408,4,Category 6,1
3409,3,Category 7,1
3410,1,Category 1,1
3411,1,Category 2,1
3412,2,Category 3,1
3413,3,Category 4,1
3414,4,Category 5,1
3415,4,Category 6,1
3416,3,Category 7,1
3417,1,Category 1,1
3418,1,Category 2,1
3419,2,Category 3,1
3420,3,Category 4,1
3421,4,Category 5,1
3422,4,Category 6,1
3423,3,Category 7,1
3424,1,Category 1,1
3425,1,Category 2,1
3426,2,Category 3,1
3427,3,Category 4,1
3428,4,Category 5,1
3429,4,Category 6,1
3430,3,Category 7,1
3431,1,Category 1,1
3432,1,Category 2,1
3433,2,Category 3,1
3434,3,Category 4,1
3435,4,Category 5,1
3436,4,Category 6,1
3437,3,Category 7,1
3438,1,Category 1,1
3439,1,Category 2,1
3440,2,Category 3,1
3441,3,Category 4,1
3442,4,Category 5,1
3443,4,Category 6,1
3444,3,Category 7,1
3445,1,Category 1,1
3446,1,Category 2,1
3447,2,Category 3,1
3448,3,Category 4,1
3449,4,Category 5,1
3450,4,Category 6,1
3451,3,Category 7,1
3452,1,Category 1,1
3453,1,Category 2,1
3454,2,Category 3,1
3455,3,Category 4,1
3456,4,Category 5,1
3457,4,Category 6,1
3458,3,Category 7,1
3459,1,Category 1,1
3460,1,Category 2,1
3461,2,Category 3,1
3462,3,Category 4,1
3463,4,Category 5,1
3464,4,Category 6,1
3465,3,Category 7,1
3466,1,Category 1,1
3467,1,Category 2,1
3468,2,Category 3,1
3469,3,Category 4,1
3470,4,Category 5,1
3471,4,Category 6,1
3472,3,Category 7,1
3473,1,Category 1,1
3474,1,Category 2,1
3475,2,Category 3,1
3476,3,Category 4,1
3477,4,Category 5,1
3478,4,Category 6,1
3479,3,Category 7,1
3480,1,Category 1,1
3481,1,Category 2,1
3482,2,Category 3,1
3483,3,Category 4,1
3484,4,Category 5,1
3485,4,Category 6,1
3486,3,Category 7,1
3487,1,Category 1,1
3488,1,Category 2,1
3489,2,Category 3,1
3490,3,Category 4,1
3491,4,Category 5,1
3492,4,Category 6,1
3493,3,Category 7,1
3494,1,Category 1,1
3495,1,Category 2,1
3496,2,Category 3,1
3497,3,Category 4,1
3498,4,Category 5,1
3499,4,Category 6,1
3500,3,Category 7,1
3501,1,Category 1,1
3502,1,Category 2,1
3503,2,Category 3,1
3504,3,Category 4,1
3505,4,Category 5,1
3506,4,Category 6,1
3507,3,Category 7,1
3508,1,Category 1,1
3509,1,Category 2,1
3510,2,Category 3,1
3511,3,Category 4,1
3512,4,Category 5,1
3513,4,Category 6,1
3514,3,Category 7,1
3515,1,Category 1,1
3516,1,Category 2,1
3517,2,Category 3,1
3518,3,Category 4,1
3519,4,Category 5,1
3520,4,Category 6,1
3521,3,Category 7,1
3522,1,Category 1,1
3523,1,Category 2,1
3524,2,Category 3,1
3525,3,Category 4,1
3526,4,Category 5,1
3527,4,Category 6,1
3528,3,Category 7,1
3529,1,Category 1,1
3530,1,Category 2,1
3531,2,Category 3,1
3532,3,Category 4,1
3533,4,Category 5,1
3534,4,Category 6,1
3535,3,Category 7,1
3536,1,Category 1,1
3537,1,Category 2,1
3538,2,Category 3,1
3539,3,Category 4,1
3540,4,Category 5,1
3541,4,Category 6,1
3542,3,Category 7,1
3543,1,Category 1,1
3544,1,Category 2,1
3545,2,Category 3,1
3546,3,Category 4,1
3547,4,Category 5,1
3548,4,Category 6,1
3549,3,Category 7,1
3550,1,Category 1,1
3551,1,Category 2,1
3552,2,Category 3,1
3553,3,Category 4,1
3554,4,Category 5,1
3555,4,Category 6,1
3556,3,Category 7,1
3557,1,Category 1,1
3558,1,Category 2,1
3559,2,Category 3,1
3560,3,Category 4,1
